# generation_num and fitness are ignored when a genome file is loaded
# This is the structure of each line:
# robot_wheel_radius motor_ctrl_coefficient motor_ctrl_min_actuator_value sensor_delta_direction sensor_saturation_value sensor_max_distance generation_num fitness
17.380652159536844 458.6286869723843 13.209362549931049 0.5326071073987718 40.608652512130845 135.75641233431833 10 12704.830134978478
21.32328048306688 553.1700766537662 12.824667725604623 0.5841918289570548 40.21365763840832 68.1274439117392 8 11068.222301326112
23.630293573254022 339.0343211252197 10.709654681193605 0.5297296791437585 65.91983303596545 136.05303119767518 8 10996.6155972445
13.58073944596315 589.0029702871709 11.322177585044665 0.5270325660559643 44.44317487190524 67.40560027483399 12 4894.600318161221
24.00769271654105 498.63410473479945 11.237673454378825 0.6303705636332813 72.3491178923582 150 12 4637.535423228971
13.097815185581066 384.0771315131161 11.887077120760853 0.5361870869026739 29.708940885510653 112.53643531049157 12 4127.224961955981
15.746930668207494 439.56324270119046 10.167877670716193 0.7502082951472625 23.109508290897153 57.19795694604407 12 4031.5756599955544
25.699244268532286 364.5728550148846 12.041510476402308 0.508408434956033 46.7089036673816 53.334735456345605 12 3994.8715318513105
23.058129118672635 487.278067014112 11.142292233952741 0.479372304164102 52.93110073700991 64.43001847101655 12 3969.6555216114934
19.00767044313854 244.87729319436335 10.486479567984805 0.5124457172854922 48.73309141673409 145.53900108384292 12 3959.6752687240873
8 439.2173556002876 22.562152109398607 0.6043714436481322 24.6594773148449 56.826023646918664 12 3735.7394736889487
22.988630892823434 367.6748989719514 11.563683285402625 0.5912777619057598 79.49781114332514 53.84332275639289 12 3558.3392831599285
11.666473114966696 505.94072752303026 15.190549116065238 0.590272616427024 59.73944801301215 82.69739415770808 12 3532.5420710601957
13.765578987130702 491.6519299779439 10.272194667481056 0.6212712296760148 23.536479978630908 76.71199763509944 12 3530.3697636124534
27.29164721522814 558.2755126890908 13.46904256143377 0.6517472243153966 100 82.69739415770808 12 3431.219976871182
27.29164721522814 561.9152055129335 11.777143915431656 0.5668131485595996 37.3847220851508 82.69739415770808 12 3419.8866449342318
8 524.9243103336786 11.142292233952741 0.5643706806997996 52.93110073700991 64.69741257241995 12 3310.1168565823655
8.591947597399585 438.7631317445914 22.66168021226276 0.5789847306061976 76.2757559791953 61.75576421775841 12 3291.7666261604218
22.73893392107788 542.5438996771992 27.196865068484563 0.5412450441395921 56.837501837841266 68.16384127955281 12 3288.1658778423844
25.112331954479657 412.527803283703 19.337559695752603 0.5876343674775005 57.03117472314859 56.50557416863294 12 3255.7349805746544
25.554382006944213 241.02855191173413 14.958022919239063 0.45655554624351746 75.1425725066546 109.84184602428871 12 3203.1254421289295
14.734011940829237 466.60135603228565 22.28017769387714 0.6457748036468125 28.094824360673925 61.26369825625156 12 3127.2210007678564
16.64957946192145 418.01835050436364 19.02979551281659 0.6422828928452224 49.933826786398136 61.92189398742002 12 3122.8251679716545
